KupacID,Pol,Godine,Kupljeni Artikli,Kategorija,Iznos Kupovine,Tip Dostave,Zanimanje,Pretplata,Sezona,Opština
5264,Muško,30,Farmerke,Dodaci,21,Sledeći dan,Student,Da,Zima,Zenica
5265,Muško,18,Šal,Dodaci,50,Sledeći dan,Student,Da,Proljeće,Sarajevo
5266,Muško,39,Šorc,Spoljašnja odjeća,68,Besplatna dostava,Umjetnik,Ne,Zima,Sanski Most
5267,Muško,43,Kaiš,Odjeća,40,Sledeći dan,Izvršni direktor,Da,Proljeće,Tuzla
5268,Muško,45,Haljina,Spoljašnja odjeća,38,Dvodnevna dostava,Pravnik,Ne,Jesen,Prijedor
5269,Muško,22,Patike,Obuća,23,Dvodnevna dostava,Ekonomista,Da,Ljeto,Prijedor
5270,Žensko,42,Patike,Dodaci,20,Besplatna dostava,Marketing,Da,Proljeće,Široki Brijeg
5271,Žensko,28,Šal,Dodaci,56,Besplatna dostava,Tehničar,Da,Zima,Gradiška
5272,Žensko,54,Cipele,Dodaci,45,Dvodnevna dostava,Inženjer,Ne,Ljeto,Laktaši
5273,Žensko,44,Kaput,Obuća,92,Ekspres,Student,Ne,Ljeto,Zenica
5274,Žensko,58,Šorc,Odjeća,98,Sledeći dan,Dizajner,Da,Jesen,Banja Luka
5275,Žensko,22,Farmerke,Spoljašnja odjeća,54,Ekspres,Ekonomista,Ne,Jesen,Bihać
5276,Žensko,43,Cipele,Dodaci,73,Besplatna dostava,Pravnik,Da,Ljeto,Bijeljina
5277,Muško,60,Haljina,Odjeća,24,Sledeći dan,Inženjer,Ne,Jesen,Banja Luka
5278,Žensko,37,Naočale,Dodaci,55,Ekspres,Tehničar,Da,Proljeće,Tuzla
5279,Muško,50,Torba,Odjeća,99,Sledeći dan,Inženjer,Ne,Jesen,Široki Brijeg
5280,Muško,51,Majica,Dodaci,78,Sledeći dan,Dizajner,Ne,Zima,Živinice
5281,Žensko,46,Majica,Spoljašnja odjeća,33,Dvodnevna dostava,Zdravstvo,Da,Proljeće,Prijedor
5282,Žensko,58,Naočale,Dodaci,16,Sledeći dan,Tehničar,Da,Zima,Laktaši
5283,Muško,18,Farmerke,Spoljašnja odjeća,43,Dvodnevna dostava,Upravitelj,Ne,,Široki Brijeg
5284,Muško,43,Torba,Odjeća,76,Dvodnevna dostava,Doktor,Da,,Banja Luka
5285,Žensko,23,Cipele,Odjeća,98,Besplatna dostava,Nastavnik,Ne,Proljeće,Široki Brijeg
5286,Muško,18,Farmerke,Spoljašnja odjeća,94,Ekspres,Inženjer,Da,Zima,Tuzla
5287,Žensko,39,Torba,Obuća,80,Dvodnevna dostava,Tehničar,Ne,Proljeće,Široki Brijeg
5288,Muško,36,Kaiš,Spoljašnja odjeća,80,Besplatna dostava,Marketing,Ne,Proljeće,Prijedor
5289,Muško,22,Šorc,Obuća,80,Ekspres,Umjetnik,Da,Ljeto,Bihać
5290,Žensko,27,Haljina,Dodaci,75,Besplatna dostava,Inženjer,Da,Jesen,Živinice
5291,Muško,20,Torba,Dodaci,25,Dvodnevna dostava,Nastavnik,Ne,Jesen,Banja Luka
5292,Muško,56,Kaput,Odjeća,69,Sledeći dan,Zdravstvo,Da,Jesen,Sarajevo
5293,Muško,23,Majica,Odjeća,23,Ekspres,Upravitelj,Ne,Jesen,Laktaši
5294,Žensko,51,Farmerke,Odjeća,40,Ekspres,Dizajner,Da,Ljeto,Sarajevo
5295,Žensko,31,Cipele,Odjeća,84,Sledeći dan,Zdravstvo,Ne,,Laktaši
5296,Muško,23,Patike,Spoljašnja odjeća,74,Sledeći dan,Tehničar,Da,Proljeće,Gradiška
5297,Muško,26,Kaput,Obuća,84,Besplatna dostava,Pravnik,Ne,,Banja Luka
5298,Muško,37,Naočale,Obuća,78,Dvodnevna dostava,Dizajner,Da,Jesen,Živinice
5299,Muško,25,Šal,Spoljašnja odjeća,66,Sledeći dan,Upravitelj,Ne,Zima,Široki Brijeg
5300,Žensko,28,Majica,Obuća,100,Sledeći dan,Umjetnik,Ne,Ljeto,Bijeljina
5301,Žensko,44,Majica,Obuća,79,Sledeći dan,,Da,Zima,Bihać
5302,Muško,36,Šorc,Spoljašnja odjeća,47,Dvodnevna dostava,Doktor,Da,Ljeto,Sarajevo
5303,Žensko,61,Kaiš,Spoljašnja odjeća,54,Besplatna dostava,Upravitelj,Da,Ljeto,Banja Luka
5304,Žensko,48,Majica,Spoljašnja odjeća,37,Ekspres,Ekonomista,Ne,,Sanski Most
5305,Žensko,22,Šal,Obuća,39,Besplatna dostava,,Da,Jesen,Gradiška
5306,Muško,51,Šorc,Dodaci,100,Sledeći dan,Dizajner,Da,Zima,Mostar
5307,Žensko,51,Farmerke,Spoljašnja odjeća,75,Besplatna dostava,Marketing,Da,Proljeće,Prijedor
5308,Žensko,45,Patike,Odjeća,90,Sledeći dan,Student,Ne,,Mostar
5309,Muško,43,Kaput,Obuća,47,Besplatna dostava,Upravitelj,Ne,Jesen,Bihać
5310,Žensko,22,Naočale,Obuća,66,Besplatna dostava,Upravitelj,Da,Zima,Banja Luka
5311,Muško,34,Naočale,Odjeća,34,Dvodnevna dostava,Marketing,Ne,Ljeto,Banja Luka
5312,Žensko,61,Kaiš,Obuća,24,Sledeći dan,Ekonomista,Ne,Proljeće,Banja Luka
5313,Žensko,53,Haljina,Spoljašnja odjeća,44,Sledeći dan,Nastavnik,Ne,Zima,Gradiška
5314,Muško,52,Šorc,Dodaci,10,Dvodnevna dostava,Marketing,Da,Zima,Široki Brijeg
5315,Muško,21,Cipele,Odjeća,10,Dvodnevna dostava,Izvršni direktor,Da,Ljeto,Živinice
5316,Muško,35,Haljina,Dodaci,50,Besplatna dostava,Zdravstvo,Ne,Jesen,Zenica
5317,Muško,28,Farmerke,Odjeća,33,Dvodnevna dostava,Doktor,Ne,Ljeto,Gradiška
5318,Muško,43,Haljina,Obuća,47,Besplatna dostava,Pravnik,Da,,Bijeljina
5319,Žensko,40,Kaiš,Dodaci,95,Besplatna dostava,Tehničar,Da,Jesen,Banja Luka
5320,Žensko,30,Kaiš,Dodaci,96,Ekspres,Nastavnik,Da,,Sarajevo
5321,Žensko,36,Torba,Dodaci,93,Besplatna dostava,Inženjer,Da,Ljeto,Zenica
5322,Muško,41,Kaiš,Spoljašnja odjeća,56,Ekspres,Tehničar,Da,,Tuzla
5323,Muško,60,Kaput,Odjeća,47,Dvodnevna dostava,Upravitelj,Ne,Ljeto,Laktaši
5324,Muško,64,Šorc,Odjeća,82,Besplatna dostava,Doktor,Da,Proljeće,Banja Luka
5325,Žensko,62,Torba,Odjeća,97,Sledeći dan,Upravitelj,Da,Proljeće,Banja Luka
5326,Žensko,19,Šal,Odjeća,57,Sledeći dan,Zdravstvo,Ne,Ljeto,Laktaši
5327,Žensko,41,Patike,Dodaci,68,Ekspres,Zdravstvo,Da,Zima,Prijedor
5328,Žensko,35,Kaput,Spoljašnja odjeća,93,Ekspres,Student,Da,Jesen,Laktaši
5329,Muško,20,Naočale,Obuća,27,Sledeći dan,Marketing,Da,Proljeće,Živinice
5330,Žensko,49,Haljina,Odjeća,35,Sledeći dan,Zdravstvo,Ne,Zima,Bihać
5331,Žensko,32,Patike,Odjeća,19,Besplatna dostava,Zdravstvo,Da,Ljeto,Mostar
5332,Muško,26,Kaput,Spoljašnja odjeća,68,Besplatna dostava,Upravitelj,Ne,Ljeto,Gradiška
5333,Žensko,62,Torba,Spoljašnja odjeća,40,Besplatna dostava,Doktor,Da,,Sarajevo
5334,Muško,49,Patike,Obuća,98,Sledeći dan,Nastavnik,Da,,Bihać
5335,Muško,39,Haljina,Obuća,60,Sledeći dan,Izvršni direktor,Ne,,Prijedor
5336,Žensko,33,Šal,Spoljašnja odjeća,48,Besplatna dostava,Nastavnik,Ne,,Sanski Most
5337,Muško,32,Šorc,Dodaci,39,Ekspres,Inženjer,Ne,Proljeće,Banja Luka
5338,Žensko,33,Šorc,Dodaci,74,Besplatna dostava,Ekonomista,Da,Proljeće,Sarajevo
5339,Muško,57,Patike,Spoljašnja odjeća,100,Sledeći dan,Nastavnik,Ne,Zima,Tuzla
5340,Muško,32,Kaput,Spoljašnja odjeća,56,Dvodnevna dostava,Doktor,Da,Zima,Prijedor
5341,Žensko,23,Šorc,Odjeća,91,Besplatna dostava,Tehničar,Da,Zima,Laktaši
5342,Žensko,38,Farmerke,Obuća,67,Besplatna dostava,Dizajner,Ne,Ljeto,Tuzla
5343,Muško,43,Kaput,Dodaci,46,Besplatna dostava,Doktor,Da,Ljeto,Banja Luka
5344,Žensko,38,Torba,Dodaci,98,Ekspres,Student,Da,Zima,Prijedor
5345,Muško,44,Patike,Odjeća,31,Besplatna dostava,Doktor,Ne,Ljeto,Gradiška
5346,Muško,56,Patike,Obuća,18,Besplatna dostava,,Ne,Jesen,Živinice
5347,Muško,27,Šorc,Odjeća,47,Sledeći dan,Ekonomista,Da,Zima,Laktaši
5348,Muško,54,Majica,Dodaci,75,Ekspres,Ekonomista,Ne,Proljeće,Prijedor
5349,Muško,65,Kaiš,Obuća,70,Besplatna dostava,Dizajner,Ne,Proljeće,Tuzla
5350,Žensko,56,Torba,Spoljašnja odjeća,25,Dvodnevna dostava,,Ne,Proljeće,Prijedor
5351,Žensko,19,Naočale,Dodaci,47,Ekspres,Inženjer,Ne,Jesen,Zenica
5352,Muško,58,Haljina,Spoljašnja odjeća,32,Besplatna dostava,,Da,,Sanski Most
5353,Žensko,43,Kaput,Spoljašnja odjeća,100,Dvodnevna dostava,Student,Ne,Zima,Laktaši
5354,Žensko,65,Torba,Dodaci,20,Dvodnevna dostava,Umjetnik,Da,Jesen,Gradiška
5355,Žensko,38,Haljina,Obuća,92,Besplatna dostava,Marketing,Da,,Sarajevo
5356,Muško,52,Farmerke,Dodaci,15,Besplatna dostava,Ekonomista,Ne,Proljeće,Mostar
5357,Žensko,29,Torba,Odjeća,31,Sledeći dan,Dizajner,Da,Ljeto,Sarajevo
5358,Muško,43,Kaiš,Odjeća,75,Dvodnevna dostava,Marketing,Da,Jesen,Bihać
5359,Muško,40,Šorc,Odjeća,96,Sledeći dan,Upravitelj,Da,Jesen,Bijeljina
5360,Muško,21,Majica,Spoljašnja odjeća,65,Besplatna dostava,,Da,Proljeće,Zenica
5361,Žensko,37,Patike,Odjeća,84,Ekspres,Nastavnik,Da,,Gradiška
5362,Žensko,25,Kaput,Obuća,68,Ekspres,Inženjer,Da,Proljeće,Bijeljina
5363,Žensko,31,Kaiš,Dodaci,92,Dvodnevna dostava,Marketing,Ne,Zima,Banja Luka
5364,Žensko,62,Šal,Dodaci,13,Ekspres,Dizajner,Da,Zima,Živinice
5365,Žensko,30,Šal,Spoljašnja odjeća,14,Dvodnevna dostava,Zdravstvo,Da,Ljeto,Gradiška
5366,Žensko,53,Torba,Dodaci,99,Besplatna dostava,Upravitelj,Da,,Prijedor
5367,Žensko,49,Naočale,Odjeća,77,Ekspres,Dizajner,Da,Proljeće,Prijedor
5368,Muško,59,Cipele,Obuća,85,Sledeći dan,,Da,Proljeće,Banja Luka
5369,Žensko,25,Kaput,Spoljašnja odjeća,61,Besplatna dostava,Umjetnik,Da,Proljeće,Bihać
5370,Muško,54,Majica,Dodaci,78,Ekspres,,Ne,Ljeto,Sarajevo
5371,Žensko,29,Naočale,Obuća,92,Besplatna dostava,Upravitelj,Ne,Zima,Sanski Most
5372,Muško,61,Haljina,Spoljašnja odjeća,77,Sledeći dan,Zdravstvo,Ne,Zima,Zenica
5373,Žensko,31,Patike,Obuća,11,Dvodnevna dostava,Izvršni direktor,Da,Zima,Široki Brijeg
5374,Žensko,27,Kaput,Odjeća,25,Ekspres,Ekonomista,Da,Proljeće,Bijeljina
5375,Muško,64,Farmerke,Spoljašnja odjeća,91,Ekspres,Pravnik,Ne,,Živinice
5376,Muško,31,Naočale,Obuća,96,Dvodnevna dostava,Nastavnik,Ne,Jesen,Široki Brijeg
5377,Žensko,32,Kaput,Dodaci,64,Besplatna dostava,Marketing,Ne,Zima,Široki Brijeg
5378,Žensko,52,Kaput,Dodaci,14,Dvodnevna dostava,Doktor,Ne,Zima,Prijedor
5379,Žensko,53,Šorc,Dodaci,71,Besplatna dostava,Nastavnik,Da,Ljeto,Mostar
5380,Muško,34,Cipele,Obuća,99,Dvodnevna dostava,Izvršni direktor,Ne,,Gradiška
5381,Muško,52,Farmerke,Obuća,61,Dvodnevna dostava,Doktor,Da,Proljeće,Mostar
5382,Muško,38,Šal,Dodaci,89,Ekspres,Marketing,Da,Ljeto,Živinice
5383,Muško,32,Farmerke,Odjeća,48,Ekspres,Dizajner,Ne,Zima,Bihać
5384,Muško,64,Kaiš,Odjeća,52,Ekspres,,Da,Proljeće,Gradiška
5385,Muško,41,Cipele,Odjeća,71,Sledeći dan,Doktor,Ne,Ljeto,Široki Brijeg
5386,Žensko,62,Kaput,Spoljašnja odjeća,50,Sledeći dan,Zdravstvo,Da,Zima,Sarajevo
5387,Žensko,40,Naočale,Obuća,70,Ekspres,Dizajner,Ne,Proljeće,Prijedor
5388,Žensko,37,Kaiš,Dodaci,28,Ekspres,Inženjer,Ne,Ljeto,Tuzla
5389,Žensko,44,Cipele,Spoljašnja odjeća,100,Ekspres,Inženjer,Da,Proljeće,Gradiška
5390,Muško,29,Farmerke,Odjeća,25,Dvodnevna dostava,Izvršni direktor,Da,Jesen,Široki Brijeg
5391,Žensko,51,Cipele,Dodaci,57,Sledeći dan,Ekonomista,Da,Jesen,Široki Brijeg
5392,Žensko,29,Cipele,Odjeća,48,Sledeći dan,Dizajner,Ne,Zima,Živinice
5393,Muško,20,Šorc,Spoljašnja odjeća,31,Sledeći dan,Nastavnik,Ne,Ljeto,Bihać
5394,Muško,57,Majica,Spoljašnja odjeća,12,Ekspres,Izvršni direktor,Ne,Jesen,Laktaši
5395,Muško,35,Cipele,Odjeća,36,Dvodnevna dostava,Inženjer,Da,Proljeće,Sanski Most
5396,Muško,36,Haljina,Dodaci,20,Besplatna dostava,,Ne,Proljeće,Bijeljina
5397,Muško,27,Kaput,Dodaci,92,Ekspres,Tehničar,Ne,,Tuzla
5398,Muško,65,Haljina,Spoljašnja odjeća,23,Sledeći dan,Nastavnik,Ne,Ljeto,Gradiška
5399,Muško,42,Farmerke,Dodaci,99,Besplatna dostava,Marketing,Ne,Ljeto,Široki Brijeg
5400,Muško,59,Kaiš,Spoljašnja odjeća,57,Dvodnevna dostava,Nastavnik,Ne,Proljeće,Prijedor
5401,Žensko,31,Kaiš,Dodaci,77,Dvodnevna dostava,Tehničar,Da,Ljeto,Bijeljina
5402,Muško,29,Kaput,Obuća,10,Dvodnevna dostava,Pravnik,Da,Jesen,Bihać
5403,Muško,48,Kaput,Dodaci,31,Besplatna dostava,Doktor,Ne,Jesen,Živinice
5404,Muško,57,Šorc,Dodaci,39,Sledeći dan,Ekonomista,Ne,Proljeće,Sanski Most
5405,Žensko,62,Farmerke,Spoljašnja odjeća,90,Dvodnevna dostava,Inženjer,Ne,Zima,Prijedor
5406,Žensko,57,Naočale,Odjeća,36,Dvodnevna dostava,Umjetnik,Ne,Ljeto,Laktaši
5407,Muško,46,Haljina,Odjeća,60,Ekspres,Inženjer,Ne,Proljeće,Široki Brijeg
5408,Muško,56,Kaiš,Obuća,22,Dvodnevna dostava,Inženjer,Ne,Ljeto,Široki Brijeg
5409,Žensko,30,Haljina,Spoljašnja odjeća,32,Sledeći dan,Dizajner,Ne,Jesen,Zenica
5410,Žensko,59,Naočale,Dodaci,18,Ekspres,Ekonomista,Ne,Zima,Bijeljina
5411,Žensko,48,Šal,Spoljašnja odjeća,61,Dvodnevna dostava,Umjetnik,Da,Proljeće,Gradiška
5412,Žensko,31,Majica,Spoljašnja odjeća,63,Besplatna dostava,Upravitelj,Da,,Sarajevo
5413,Žensko,33,Patike,Obuća,31,Dvodnevna dostava,,Da,Zima,Bihać
5414,Muško,19,Torba,Dodaci,51,Sledeći dan,Doktor,Ne,Ljeto,Široki Brijeg
5415,Žensko,29,Šorc,Spoljašnja odjeća,45,Besplatna dostava,Marketing,Ne,Zima,Laktaši
5416,Žensko,26,Kaiš,Odjeća,88,Ekspres,Tehničar,Da,Jesen,Sarajevo
5417,Muško,27,Naočale,Spoljašnja odjeća,69,Dvodnevna dostava,Marketing,Ne,Ljeto,Mostar
5418,Žensko,61,Torba,Dodaci,97,Besplatna dostava,Inženjer,Da,,Bihać
5419,Žensko,25,Torba,Dodaci,56,Dvodnevna dostava,Nastavnik,Da,,Tuzla
5420,Žensko,18,Šal,Dodaci,89,Dvodnevna dostava,,Ne,Zima,Mostar
5421,Žensko,65,Patike,Obuća,19,Sledeći dan,Izvršni direktor,Da,Proljeće,Sarajevo
5422,Žensko,47,Patike,Odjeća,44,Dvodnevna dostava,Umjetnik,Ne,Proljeće,Široki Brijeg
5423,Muško,42,Torba,Obuća,24,Sledeći dan,Umjetnik,Da,Ljeto,Sarajevo
5424,Žensko,43,Patike,Odjeća,53,Sledeći dan,Dizajner,Da,Ljeto,Laktaši
5425,Muško,37,Cipele,Odjeća,12,Ekspres,Doktor,Da,Jesen,Prijedor
5426,Muško,60,Kaput,Obuća,79,Ekspres,Inženjer,Da,,Živinice
5427,Muško,37,Kaput,Dodaci,64,Sledeći dan,Dizajner,Ne,,Prijedor
5428,Muško,47,Majica,Dodaci,40,Ekspres,Inženjer,Da,,Bijeljina
5429,Žensko,19,Šorc,Spoljašnja odjeća,18,Ekspres,Inženjer,Ne,,Sanski Most
5430,Žensko,59,Cipele,Dodaci,23,Besplatna dostava,Upravitelj,Ne,Ljeto,Bihać
5431,Muško,35,Haljina,Obuća,56,Besplatna dostava,Pravnik,Da,Zima,Gradiška
5432,Žensko,54,Naočale,Obuća,62,Sledeći dan,Pravnik,Ne,Proljeće,Banja Luka
5433,Žensko,30,Haljina,Odjeća,36,Sledeći dan,Ekonomista,Da,Zima,Prijedor
5434,Žensko,41,Haljina,Dodaci,20,Dvodnevna dostava,Pravnik,Ne,Proljeće,Mostar
5435,Žensko,61,Šal,Dodaci,71,Ekspres,,Da,Proljeće,Mostar
5436,Muško,25,Šal,Spoljašnja odjeća,67,Besplatna dostava,Marketing,Da,Ljeto,Bijeljina
5437,Žensko,47,Kaput,Obuća,28,Sledeći dan,Doktor,Ne,Ljeto,Zenica
5438,Muško,53,Kaput,Odjeća,19,Sledeći dan,,Ne,Zima,Banja Luka
5439,Muško,25,Haljina,Odjeća,97,Besplatna dostava,Student,Da,,Tuzla
5440,Žensko,37,Naočale,Dodaci,96,Sledeći dan,,Ne,Proljeće,Široki Brijeg
5441,Muško,43,Majica,Obuća,72,Ekspres,Marketing,Ne,Jesen,Sanski Most
5442,Muško,61,Kaput,Dodaci,93,Ekspres,Zdravstvo,Da,Zima,Tuzla
5443,Žensko,40,Naočale,Dodaci,59,Ekspres,Dizajner,Da,Jesen,Tuzla
5444,Žensko,51,Šorc,Spoljašnja odjeća,80,Besplatna dostava,Doktor,Ne,,Bijeljina
5445,Muško,52,Farmerke,Dodaci,45,Sledeći dan,Student,Da,Proljeće,Laktaši
5446,Muško,25,Cipele,Odjeća,88,Dvodnevna dostava,Tehničar,Da,,Tuzla
5447,Žensko,37,Kaput,Obuća,47,Besplatna dostava,Doktor,Da,Proljeće,Bihać
5448,Muško,28,Cipele,Spoljašnja odjeća,99,Dvodnevna dostava,Pravnik,Da,,Zenica
5449,Žensko,64,Naočale,Obuća,16,Ekspres,Doktor,Ne,Zima,Sanski Most
5450,Muško,38,Naočale,Obuća,33,Besplatna dostava,Inženjer,Da,,Sanski Most
5451,Muško,23,Majica,Odjeća,14,Besplatna dostava,Tehničar,Ne,,Mostar
5452,Žensko,33,Haljina,Obuća,70,Dvodnevna dostava,Pravnik,Da,Jesen,Zenica
5453,Žensko,61,Šal,Obuća,27,Besplatna dostava,Doktor,Da,Zima,Tuzla
5454,Žensko,40,Šal,Spoljašnja odjeća,52,Sledeći dan,Student,Da,Proljeće,Gradiška
5455,Žensko,65,Patike,Odjeća,83,Besplatna dostava,Ekonomista,Ne,Ljeto,Gradiška
5456,Muško,21,Farmerke,Dodaci,95,Besplatna dostava,Tehničar,Ne,Proljeće,Tuzla
5457,Žensko,59,Naočale,Dodaci,89,Dvodnevna dostava,Izvršni direktor,Da,Proljeće,Gradiška
5458,Muško,29,Patike,Dodaci,80,Ekspres,,Da,Proljeće,Prijedor
5459,Muško,19,Šorc,Obuća,33,Besplatna dostava,Upravitelj,Da,Zima,Sarajevo
5460,Žensko,30,Kaput,Odjeća,36,Besplatna dostava,Nastavnik,Ne,Proljeće,Bihać
5461,Muško,59,Kaiš,Dodaci,14,Sledeći dan,Nastavnik,Ne,Zima,Banja Luka
5462,Žensko,46,Farmerke,Odjeća,65,Sledeći dan,Pravnik,Ne,Proljeće,Bijeljina
5463,Žensko,56,Majica,Obuća,60,Dvodnevna dostava,Nastavnik,Da,,Bihać
5464,Žensko,53,Šal,Spoljašnja odjeća,48,Ekspres,Nastavnik,Ne,,Mostar
5465,Žensko,25,Haljina,Obuća,83,Ekspres,Zdravstvo,Ne,Jesen,Mostar
5466,Muško,19,Patike,Dodaci,70,Dvodnevna dostava,Student,Da,Zima,Sanski Most
5467,Žensko,38,Kaput,Dodaci,80,Dvodnevna dostava,Marketing,Ne,Proljeće,Široki Brijeg
5468,Žensko,56,Kaiš,Spoljašnja odjeća,77,Dvodnevna dostava,Marketing,Da,Jesen,Bihać
5469,Žensko,22,Cipele,Dodaci,40,Sledeći dan,Doktor,Ne,,Bihać
5470,Muško,57,Torba,Spoljašnja odjeća,77,Dvodnevna dostava,Tehničar,Da,Jesen,Sanski Most
5471,Žensko,61,Naočale,Dodaci,15,Besplatna dostava,Umjetnik,Da,Jesen,Mostar
5472,Žensko,49,Kaput,Obuća,69,Dvodnevna dostava,Inženjer,Ne,Ljeto,Tuzla
5473,Muško,29,Farmerke,Spoljašnja odjeća,94,Dvodnevna dostava,,Ne,Proljeće,Sarajevo
5474,Muško,41,Kaiš,Obuća,36,Dvodnevna dostava,Doktor,Da,Ljeto,Zenica
5475,Žensko,38,Šorc,Obuća,72,Ekspres,Zdravstvo,Da,Zima,Banja Luka
5476,Muško,31,Torba,Dodaci,10,Dvodnevna dostava,Doktor,Ne,Proljeće,Živinice
5477,Žensko,27,Haljina,Odjeća,59,Ekspres,Doktor,Da,Proljeće,Sarajevo
5478,Žensko,62,Farmerke,Odjeća,15,Dvodnevna dostava,Dizajner,Da,Jesen,Tuzla
5479,Muško,46,Cipele,Spoljašnja odjeća,64,Sledeći dan,Nastavnik,Da,Proljeće,Bijeljina
5480,Muško,44,Haljina,Spoljašnja odjeća,80,Besplatna dostava,Marketing,Ne,Proljeće,Prijedor
5481,Muško,45,Šorc,Odjeća,79,Ekspres,Dizajner,Ne,,Bihać
5482,Muško,44,Šorc,Dodaci,100,Ekspres,Inženjer,Da,Ljeto,Banja Luka
5483,Muško,20,Haljina,Dodaci,69,Besplatna dostava,,Ne,Proljeće,Zenica
5484,Muško,19,Patike,Dodaci,90,Besplatna dostava,,Ne,Ljeto,Živinice
5485,Muško,63,Patike,Obuća,55,Sledeći dan,Upravitelj,Da,Proljeće,Bijeljina
5486,Žensko,62,Farmerke,Dodaci,78,Dvodnevna dostava,Zdravstvo,Ne,Proljeće,Sarajevo
5487,Muško,48,Torba,Obuća,10,Sledeći dan,Marketing,Da,Zima,Zenica
5488,Žensko,18,Farmerke,Spoljašnja odjeća,53,Sledeći dan,Pravnik,Ne,Jesen,Banja Luka
5489,Žensko,55,Naočale,Dodaci,92,Ekspres,Inženjer,Da,,Živinice
5490,Žensko,37,Farmerke,Dodaci,53,Ekspres,Tehničar,Ne,Ljeto,Sanski Most
5491,Muško,34,Torba,Obuća,24,Ekspres,Zdravstvo,Da,Zima,Sarajevo
5492,Muško,44,Majica,Dodaci,91,Ekspres,Doktor,Da,Ljeto,Gradiška
5493,Žensko,23,Kaiš,Obuća,16,Besplatna dostava,Ekonomista,Da,Jesen,Mostar
5494,Muško,50,Naočale,Odjeća,89,Ekspres,Ekonomista,Da,Jesen,Mostar
5495,Žensko,26,Šal,Obuća,14,Ekspres,Tehničar,Da,Jesen,Sarajevo
5496,Muško,48,Šal,Dodaci,50,Ekspres,Inženjer,Ne,Proljeće,Gradiška
5497,Muško,63,Kaiš,Spoljašnja odjeća,39,Sledeći dan,Dizajner,Ne,Ljeto,Banja Luka
5498,Muško,27,Cipele,Spoljašnja odjeća,26,Dvodnevna dostava,Umjetnik,Ne,,Tuzla
5499,Muško,36,Kaput,Odjeća,99,Sledeći dan,Izvršni direktor,Ne,Ljeto,Mostar
5500,Muško,62,Farmerke,Spoljašnja odjeća,54,Sledeći dan,Dizajner,Ne,Proljeće,Gradiška
5501,Žensko,37,Šorc,Obuća,57,Dvodnevna dostava,Zdravstvo,Ne,Jesen,Laktaši
5502,Žensko,31,Cipele,Spoljašnja odjeća,22,Sledeći dan,Tehničar,Da,,Gradiška
5503,Žensko,42,Šal,Spoljašnja odjeća,15,Dvodnevna dostava,Umjetnik,Ne,,Banja Luka
5504,Muško,45,Kaput,Dodaci,62,Ekspres,Inženjer,Da,Proljeće,Banja Luka
5505,Žensko,27,Šorc,Spoljašnja odjeća,76,Dvodnevna dostava,Doktor,Ne,Jesen,Zenica
5506,Muško,34,Kaput,Spoljašnja odjeća,43,Dvodnevna dostava,Upravitelj,Ne,Jesen,Bijeljina
5507,Žensko,44,Šorc,Odjeća,68,Ekspres,Student,Da,Proljeće,Sarajevo
5508,Žensko,36,Šal,Obuća,84,Ekspres,Inženjer,Da,Jesen,Bijeljina
5509,Muško,22,Naočale,Odjeća,65,Besplatna dostava,Dizajner,Da,Jesen,Sarajevo
5510,Muško,25,Farmerke,Odjeća,79,Besplatna dostava,Student,Ne,Proljeće,Prijedor
5511,Žensko,44,Haljina,Obuća,39,Sledeći dan,Nastavnik,Ne,Proljeće,Laktaši
5512,Žensko,41,Majica,Spoljašnja odjeća,50,Sledeći dan,Ekonomista,Ne,Proljeće,Mostar
5513,Žensko,35,Patike,Obuća,70,Ekspres,Doktor,Ne,,Sarajevo
5514,Muško,33,Cipele,Odjeća,55,Besplatna dostava,Marketing,Ne,Jesen,Bijeljina
5515,Muško,18,Haljina,Spoljašnja odjeća,24,Besplatna dostava,Doktor,Ne,Jesen,Tuzla
5516,Žensko,19,Naočale,Dodaci,37,Dvodnevna dostava,Doktor,Da,,Bijeljina
5517,Žensko,28,Kaput,Spoljašnja odjeća,77,Ekspres,Pravnik,Ne,Jesen,Mostar
5518,Muško,64,Torba,Spoljašnja odjeća,10,Dvodnevna dostava,Tehničar,Da,Ljeto,Banja Luka
5519,Žensko,42,Kaput,Dodaci,25,Ekspres,Ekonomista,Da,Zima,Široki Brijeg
5520,Muško,59,Naočale,Dodaci,28,Dvodnevna dostava,Dizajner,Ne,Ljeto,Tuzla
5521,Muško,63,Patike,Obuća,39,Dvodnevna dostava,Inženjer,Da,Proljeće,Tuzla
5522,Muško,25,Naočale,Odjeća,39,Besplatna dostava,Pravnik,Ne,Zima,Sanski Most
5523,Žensko,26,Majica,Dodaci,48,Sledeći dan,Nastavnik,Da,Ljeto,Tuzla
5524,Muško,57,Cipele,Obuća,60,Sledeći dan,Nastavnik,Da,,Gradiška
5525,Muško,21,Šal,Spoljašnja odjeća,52,Besplatna dostava,Inženjer,Da,Proljeće,Gradiška
5526,Žensko,28,Kaput,Odjeća,46,Besplatna dostava,Nastavnik,Da,Zima,Laktaši
5527,Žensko,23,Farmerke,Odjeća,85,Sledeći dan,Doktor,Ne,,Tuzla
5528,Žensko,50,Šal,Spoljašnja odjeća,34,Ekspres,Zdravstvo,Da,Proljeće,Bihać
5529,Žensko,29,Šal,Obuća,93,Ekspres,Ekonomista,Ne,Proljeće,Sarajevo
